IDCLIENTE,SEGMENTO,EDAD,PRODUCTO
3040877,A3,31 A 35 AÑOS,CTA
3636897,A3,18 A 22 AÑOS,CTA
3850797,A3,23 A 30 AÑOS,CTA
3739806,B1,EMPRESA,CTA & TC
1265799,A2,36 A 45 AÑOS,CTA & TC
1632938,A3,31 A 35 AÑOS,CTA
4335006,A1,31 A 35 AÑOS,CTA
1657850,B1,EMPRESA,CTA
4261317,B1,EMPRESA,CTA
2925491,A3,46 A 65 AÑOS,CTA
2829052,A3,31 A 35 AÑOS,CTA
4291687,A3,23 A 30 AÑOS,CTA
942091,A2,MAYORES A 65 AÑOS,CTA
1447597,A2,MAYORES A 65 AÑOS,CTA
696250,A3,MAYORES A 65 AÑOS,CTA
2199587,A2,MAYORES A 65 AÑOS,CTA & TC
52021,A2,MAYORES A 65 AÑOS,CTA
54167,A2,MAYORES A 65 AÑOS,CTA
155667,A1,MAYORES A 65 AÑOS,CTA
2182169,A3,MAYORES A 65 AÑOS,CTA
68203,A3,MAYORES A 65 AÑOS,CTA
940083,A1,46 A 65 AÑOS,CTA & TC
3556804,A1,36 A 45 AÑOS,CTA
967100,A2,36 A 45 AÑOS,CTA & TC
2509322,A2,36 A 45 AÑOS,CTA & TC
1066025,A1,36 A 45 AÑOS,CTA
889299,A3,36 A 45 AÑOS,CTA
621745,P1,EMPRESA,CTA & TC
281500,A2,46 A 65 AÑOS,CTA
781782,A2,46 A 65 AÑOS,CTA
838477,B1,EMPRESA,CTA
811043,A2,46 A 65 AÑOS,CTA
666826,A1,46 A 65 AÑOS,CTA & TC
2881057,A3,46 A 65 AÑOS,CTA
3354821,A1,36 A 45 AÑOS,CTA
1829636,A2,36 A 45 AÑOS,CTA & TC
1603755,A1,36 A 45 AÑOS,CTA
1797794,A1,36 A 45 AÑOS,TC
516089,A2,36 A 45 AÑOS,CTA & TC
1316817,A2,36 A 45 AÑOS,CTA & TC
1592056,A3,36 A 45 AÑOS,CTA & TC
4331626,A3,46 A 65 AÑOS,CTA
1252409,P2,EMPRESA,CTA
1072232,A3,36 A 45 AÑOS,CTA & TC
1268214,A2,36 A 45 AÑOS,CTA
787742,A2,46 A 65 AÑOS,CTA & TC
795862,A3,36 A 45 AÑOS,CTA & TC
3875055,A2,36 A 45 AÑOS,CTA
1793499,A2,31 A 35 AÑOS,CTA
2899023,A2,36 A 45 AÑOS,CTA & TC
2207130,A3,36 A 45 AÑOS,CTA
2143786,A3,23 A 30 AÑOS,CTA
2372500,A3,23 A 30 AÑOS,CTA
3950817,A3,31 A 35 AÑOS,TC
3739477,A3,23 A 30 AÑOS,CTA
4122884,A3,23 A 30 AÑOS,CTA
1402200,A2,36 A 45 AÑOS,CTA
1066293,A3,36 A 45 AÑOS,CTA & TC
3081469,A2,31 A 35 AÑOS,CTA
1162482,A1,36 A 45 AÑOS,CTA
978506,A1,36 A 45 AÑOS,CTA
4037366,A3,36 A 45 AÑOS,CTA & TC
1249450,A3,36 A 45 AÑOS,CTA
1396770,A3,36 A 45 AÑOS,CTA
1484385,A2,36 A 45 AÑOS,CTA & TC
3582512,A3,23 A 30 AÑOS,CTA
2363139,A2,23 A 30 AÑOS,CTA
3071719,A1,36 A 45 AÑOS,CTA & TC
3210434,A3,46 A 65 AÑOS,CTA
3961123,A3,23 A 30 AÑOS,CTA
4099279,A1,23 A 30 AÑOS,CTA
4112097,A3,18 A 22 AÑOS,CTA
4254661,A3,23 A 30 AÑOS,CTA
4007677,A3,18 A 22 AÑOS,CTA
3786900,A3,23 A 30 AÑOS,CTA & TC
706402,A1,MAYORES A 65 AÑOS,CTA & TC
1536198,P2,EMPRESA,CTA
662653,A2,MAYORES A 65 AÑOS,CTA
1319559,A3,36 A 45 AÑOS,CTA
733430,A3,MAYORES A 65 AÑOS,CTA
796795,A2,46 A 65 AÑOS,CTA
4235219,A3,MAYORES A 65 AÑOS,CTA
411443,A3,MAYORES A 65 AÑOS,CTA
739317,A2,MAYORES A 65 AÑOS,CTA
422753,A3,MAYORES A 65 AÑOS,CTA
983816,A2,MAYORES A 65 AÑOS,CTA
760399,A2,MAYORES A 65 AÑOS,CTA & TC
513724,A1,MAYORES A 65 AÑOS,CTA
15522,A2,46 A 65 AÑOS,CTA
296677,A3,46 A 65 AÑOS,CTA & TC
394813,A1,46 A 65 AÑOS,CTA
167395,A2,46 A 65 AÑOS,CTA & TC
398148,A1,46 A 65 AÑOS,CTA
398699,B1,EMPRESA,CTA
10500,A3,46 A 65 AÑOS,CTA
638871,A3,46 A 65 AÑOS,CTA
581886,A3,46 A 65 AÑOS,CTA & TC
4081539,A1,46 A 65 AÑOS,CTA
4324531,A3,46 A 65 AÑOS,CTA
919866,A2,36 A 45 AÑOS,CTA & TC
962757,P1,EMPRESA,CTA & TC
928653,A3,36 A 45 AÑOS,CTA
1246290,A3,36 A 45 AÑOS,CTA
2203731,A3,36 A 45 AÑOS,CTA
1011756,A1,36 A 45 AÑOS,CTA
926467,A1,36 A 45 AÑOS,CTA & TC
982350,A3,36 A 45 AÑOS,CTA & TC
1666188,A2,36 A 45 AÑOS,CTA
1463594,A3,36 A 45 AÑOS,CTA & TC
4052609,A3,23 A 30 AÑOS,CTA
4373036,A3,46 A 65 AÑOS,CTA
535897,P2,EMPRESA,CTA
2866867,B1,EMPRESA,CTA
2999223,A2,36 A 45 AÑOS,CTA & TC
3183953,P2,EMPRESA,CTA
2666150,B1,EMPRESA,CTA & TC
3692170,P1,EMPRESA,CTA
185509,B1,EMPRESA,CTA
2787678,A3,46 A 65 AÑOS,CTA
3128729,A3,46 A 65 AÑOS,TC
1456752,A3,46 A 65 AÑOS,CTA
1925237,A3,MAYORES A 65 AÑOS,CTA
2725235,A3,MAYORES A 65 AÑOS,CTA
871502,A3,MAYORES A 65 AÑOS,CTA
151859,A2,MAYORES A 65 AÑOS,CTA & TC
11731,A3,MAYORES A 65 AÑOS,CTA
47604,A3,MAYORES A 65 AÑOS,CTA
327927,A1,MAYORES A 65 AÑOS,CTA
198181,A3,MAYORES A 65 AÑOS,CTA
582170,A3,MAYORES A 65 AÑOS,CTA
1054015,A1,MAYORES A 65 AÑOS,CTA
1109144,A2,MAYORES A 65 AÑOS,CTA
697681,A3,MAYORES A 65 AÑOS,CTA
3151909,A3,36 A 45 AÑOS,CTA
1120829,A2,MAYORES A 65 AÑOS,CTA
2122114,P2,EMPRESA,CTA
2315515,E3,EMPRESA,CTA & TC
848032,A2,46 A 65 AÑOS,CTA & TC
757030,A3,46 A 65 AÑOS,CTA & TC
808766,A2,46 A 65 AÑOS,TC
883757,P2,EMPRESA,CTA
1066502,P2,EMPRESA,CTA
1074026,A3,46 A 65 AÑOS,CTA
771933,A1,46 A 65 AÑOS,CTA & TC
646218,A3,46 A 65 AÑOS,CTA
1038762,A3,46 A 65 AÑOS,CTA
718722,A3,MAYORES A 65 AÑOS,CTA
220966,P1,EMPRESA,CTA
411235,A3,MAYORES A 65 AÑOS,CTA
411844,A3,MAYORES A 65 AÑOS,CTA
320813,A1,MAYORES A 65 AÑOS,CTA & TC
413990,A2,MAYORES A 65 AÑOS,CTA
461521,A3,MAYORES A 65 AÑOS,CTA
501016,A3,MAYORES A 65 AÑOS,CTA & TC
592975,A3,MAYORES A 65 AÑOS,CTA
875580,A3,MAYORES A 65 AÑOS,CTA
788058,A3,MAYORES A 65 AÑOS,CTA
374518,A2,MAYORES A 65 AÑOS,CTA
516038,A2,MAYORES A 65 AÑOS,CTA
523658,A2,MAYORES A 65 AÑOS,CTA
367328,A2,MAYORES A 65 AÑOS,CTA
24867,A1,MAYORES A 65 AÑOS,CTA & TC
1177675,A2,MAYORES A 65 AÑOS,CTA
1179038,P1,EMPRESA,CTA
56329,A1,MAYORES A 65 AÑOS,CTA
193934,A2,MAYORES A 65 AÑOS,CTA
3842123,A2,46 A 65 AÑOS,CTA
176992,A1,46 A 65 AÑOS,CTA
150283,A2,46 A 65 AÑOS,CTA
263134,A3,46 A 65 AÑOS,CTA & TC
3950048,A2,46 A 65 AÑOS,CTA
4136402,A3,46 A 65 AÑOS,CTA
1138094,A1,46 A 65 AÑOS,CTA
1509818,A2,46 A 65 AÑOS,CTA & TC
963363,A3,36 A 45 AÑOS,CTA & TC
1379803,A1,36 A 45 AÑOS,CTA & TC
2257521,A3,36 A 45 AÑOS,CTA & TC
1846765,A3,36 A 45 AÑOS,CTA
860660,A3,36 A 45 AÑOS,CTA
397918,A1,46 A 65 AÑOS,CTA
728112,A2,46 A 65 AÑOS,CTA & TC
339548,A2,46 A 65 AÑOS,CTA
254201,A2,46 A 65 AÑOS,CTA
3665394,P1,EMPRESA,CTA & TC
1033130,A1,36 A 45 AÑOS,CTA
1178246,A3,36 A 45 AÑOS,CTA
930338,A2,36 A 45 AÑOS,CTA & TC
889428,A1,46 A 65 AÑOS,CTA & TC
574223,A3,46 A 65 AÑOS,CTA
3782907,A3,46 A 65 AÑOS,CTA & TC
1786855,A3,46 A 65 AÑOS,CTA
805520,A2,46 A 65 AÑOS,CTA
1459412,A2,46 A 65 AÑOS,CTA & TC
1047931,A2,46 A 65 AÑOS,CTA & TC
1102741,A3,46 A 65 AÑOS,CTA
1724686,A3,31 A 35 AÑOS,CTA
2591449,A2,31 A 35 AÑOS,CTA & TC
3720050,A3,36 A 45 AÑOS,CTA
1301653,A3,31 A 35 AÑOS,CTA
1303828,A3,31 A 35 AÑOS,CTA & TC
1182910,A2,36 A 45 AÑOS,CTA & TC
4220803,A3,31 A 35 AÑOS,CTA
1228444,A2,31 A 35 AÑOS,CTA
1728114,A3,31 A 35 AÑOS,CTA & TC
1143757,A3,31 A 35 AÑOS,CTA
4140331,A1,31 A 35 AÑOS,CTA
1519049,A3,31 A 35 AÑOS,CTA & TC
1520267,A3,36 A 45 AÑOS,CTA & TC
2228015,A3,31 A 35 AÑOS,CTA
754077,A1,46 A 65 AÑOS,TC
2645630,A3,36 A 45 AÑOS,CTA & TC
749228,A1,46 A 65 AÑOS,CTA & TC
1537912,A2,31 A 35 AÑOS,CTA
4232281,A3,31 A 35 AÑOS,CTA
4022234,A3,23 A 30 AÑOS,CTA & TC
3455524,A3,23 A 30 AÑOS,TC
3782609,A3,23 A 30 AÑOS,CTA
4122891,A3,31 A 35 AÑOS,CTA
724245,A2,MAYORES A 65 AÑOS,CTA & TC
816697,A2,MAYORES A 65 AÑOS,CTA
860893,A2,MAYORES A 65 AÑOS,CTA
724999,A1,MAYORES A 65 AÑOS,CTA
823251,A2,MAYORES A 65 AÑOS,CTA
830733,A3,MAYORES A 65 AÑOS,CTA
739673,A2,MAYORES A 65 AÑOS,CTA & TC
3354631,A3,MAYORES A 65 AÑOS,CTA
1104633,A2,MAYORES A 65 AÑOS,CTA
648245,A1,MAYORES A 65 AÑOS,CTA & TC
744496,A1,MAYORES A 65 AÑOS,CTA & TC
3100231,A3,OTROS NO IDENTIFICADOS,CTA & TC
629680,A3,46 A 65 AÑOS,CTA
2939622,A1,46 A 65 AÑOS,CTA
99208,A3,46 A 65 AÑOS,CTA & TC
213624,A3,46 A 65 AÑOS,CTA
396527,A3,46 A 65 AÑOS,CTA
70382,A1,46 A 65 AÑOS,CTA & TC
112490,B1,EMPRESA,CTA
4333435,A3,46 A 65 AÑOS,CTA
1068761,A3,46 A 65 AÑOS,CTA
28006,A2,MAYORES A 65 AÑOS,CTA
153808,A2,MAYORES A 65 AÑOS,CTA & TC
522790,A2,MAYORES A 65 AÑOS,CTA
655668,A2,MAYORES A 65 AÑOS,CTA & TC
663237,A2,MAYORES A 65 AÑOS,CTA
2709648,A3,46 A 65 AÑOS,CTA
577726,A3,46 A 65 AÑOS,CTA
487594,A1,46 A 65 AÑOS,CTA
628592,A3,46 A 65 AÑOS,CTA
494525,A1,46 A 65 AÑOS,CTA & TC
967232,A2,36 A 45 AÑOS,CTA
2420702,A2,36 A 45 AÑOS,CTA
2816951,A3,36 A 45 AÑOS,CTA
2727533,A3,36 A 45 AÑOS,CTA & TC
2104311,A3,36 A 45 AÑOS,CTA
4184057,A3,31 A 35 AÑOS,CTA
3942444,A3,31 A 35 AÑOS,CTA
3774300,A3,31 A 35 AÑOS,CTA
2663241,B1,EMPRESA,CTA
3404989,A3,31 A 35 AÑOS,CTA
1237614,A2,31 A 35 AÑOS,CTA
1264845,P2,EMPRESA,CTA & TC
3558327,A2,36 A 45 AÑOS,CTA & TC
2411244,A2,36 A 45 AÑOS,CTA & TC
3801117,A3,31 A 35 AÑOS,CTA
1692023,A2,31 A 35 AÑOS,CTA
1734475,A1,36 A 45 AÑOS,CTA & TC
1511146,A1,36 A 45 AÑOS,CTA & TC
1283757,A2,36 A 45 AÑOS,CTA
936918,A3,36 A 45 AÑOS,CTA & TC
4104879,B1,EMPRESA,CTA
4001667,A3,23 A 30 AÑOS,CTA
3962966,P2,EMPRESA,CTA
1602755,B1,EMPRESA,CTA
925460,B1,EMPRESA,CTA & TC
1288038,P2,EMPRESA,CTA
2577699,A2,MAYORES A 65 AÑOS,CTA
1051295,A2,46 A 65 AÑOS,CTA
1195599,A3,46 A 65 AÑOS,CTA
869639,A2,46 A 65 AÑOS,CTA
1305215,A2,MAYORES A 65 AÑOS,CTA
972031,A2,MAYORES A 65 AÑOS,CTA
246063,A2,MAYORES A 65 AÑOS,CTA
251109,A2,MAYORES A 65 AÑOS,CTA
343213,A3,MAYORES A 65 AÑOS,CTA
436825,A2,MAYORES A 65 AÑOS,CTA & TC
441204,A1,MAYORES A 65 AÑOS,CTA
229091,A1,MAYORES A 65 AÑOS,CTA & TC
167469,B1,EMPRESA,CTA
168397,A2,MAYORES A 65 AÑOS,CTA & TC
132495,A2,MAYORES A 65 AÑOS,CTA
308293,A2,MAYORES A 65 AÑOS,CTA
136729,A1,MAYORES A 65 AÑOS,CTA & TC
429542,A2,MAYORES A 65 AÑOS,CTA
430557,B1,EMPRESA,CTA
55355,A2,MAYORES A 65 AÑOS,CTA
1245542,A1,MAYORES A 65 AÑOS,CTA
316145,A3,MAYORES A 65 AÑOS,CTA
321394,A3,MAYORES A 65 AÑOS,CTA
180947,A1,MAYORES A 65 AÑOS,CTA
744910,A3,MAYORES A 65 AÑOS,CTA
703092,A2,MAYORES A 65 AÑOS,CTA
519783,A3,MAYORES A 65 AÑOS,CTA & TC
613134,A2,MAYORES A 65 AÑOS,CTA
1929514,A3,MAYORES A 65 AÑOS,CTA
1701313,A3,MAYORES A 65 AÑOS,CTA
1783795,A3,MAYORES A 65 AÑOS,CTA
22241,A3,MAYORES A 65 AÑOS,CTA
1306757,P1,EMPRESA,CTA
3840323,A2,36 A 45 AÑOS,CTA & TC
3609454,B1,EMPRESA,CTA
1070337,A3,MAYORES A 65 AÑOS,CTA
3278628,A3,23 A 30 AÑOS,CTA
3497393,A3,23 A 30 AÑOS,CTA
3925259,A2,23 A 30 AÑOS,CTA
1558325,A2,31 A 35 AÑOS,CTA & TC
3844349,A2,31 A 35 AÑOS,CTA
3127320,A2,36 A 45 AÑOS,CTA & TC
1734349,A3,31 A 35 AÑOS,CTA
1739482,A2,31 A 35 AÑOS,CTA
4071571,B1,EMPRESA,CTA & TC
2571207,A2,MAYORES A 65 AÑOS,CTA
1810352,A2,MAYORES A 65 AÑOS,CTA
621439,A2,MAYORES A 65 AÑOS,CTA & TC
4106166,A2,MAYORES A 65 AÑOS,CTA
1303405,A3,MAYORES A 65 AÑOS,CTA
3514606,A3,OTROS NO IDENTIFICADOS,CTA & TC
923286,P1,EMPRESA,CTA
3694758,P2,EMPRESA,CTA & TC
635838,P1,EMPRESA,CTA & TC
170629,P2,EMPRESA,CTA
2507488,A1,46 A 65 AÑOS,CTA
3592089,A3,18 A 22 AÑOS,CTA
503606,P2,EMPRESA,CTA
17429,P2,EMPRESA,CTA
623908,P1,EMPRESA,CTA
1394574,B1,EMPRESA,CTA
823562,P2,EMPRESA,CTA
797780,B1,EMPRESA,CTA
3875609,A3,23 A 30 AÑOS,CTA
1327174,A1,31 A 35 AÑOS,CTA & TC
2848053,A1,31 A 35 AÑOS,CTA & TC
2714208,A3,31 A 35 AÑOS,CTA
4329608,A3,23 A 30 AÑOS,CTA
3297191,A3,23 A 30 AÑOS,CTA
3077574,A3,23 A 30 AÑOS,CTA & TC
3643291,B1,EMPRESA,CTA
3590540,A3,31 A 35 AÑOS,CTA & TC
3085226,A3,31 A 35 AÑOS,CTA & TC
2791232,A3,23 A 30 AÑOS,CTA
3461970,A1,31 A 35 AÑOS,CTA & TC
3623976,A3,18 A 22 AÑOS,CTA
3992180,A2,23 A 30 AÑOS,CTA & TC
3930115,A3,MAYORES A 65 AÑOS,CTA
3203016,A3,23 A 30 AÑOS,CTA & TC
1210058,A3,OTROS NO IDENTIFICADOS,CTA & TC
3462072,A3,36 A 45 AÑOS,CTA
2342562,A3,36 A 45 AÑOS,CTA & TC
2313590,A3,36 A 45 AÑOS,CTA
1279432,P2,EMPRESA,CTA
949702,A2,46 A 65 AÑOS,CTA
635302,A1,46 A 65 AÑOS,CTA & TC
1104227,A2,46 A 65 AÑOS,CTA
3059099,A2,46 A 65 AÑOS,CTA & TC
490801,A1,46 A 65 AÑOS,CTA & TC
510782,A2,46 A 65 AÑOS,CTA & TC
709725,A1,46 A 65 AÑOS,CTA
3156433,A2,46 A 65 AÑOS,CTA & TC
4060488,A2,MAYORES A 65 AÑOS,CTA
108240,A2,MAYORES A 65 AÑOS,CTA
304961,A2,MAYORES A 65 AÑOS,CTA & TC
462576,B1,EMPRESA,CTA
980555,A3,MAYORES A 65 AÑOS,CTA
343912,A2,MAYORES A 65 AÑOS,CTA
236782,A3,MAYORES A 65 AÑOS,CTA
609635,A2,MAYORES A 65 AÑOS,CTA
751651,A1,MAYORES A 65 AÑOS,TC
2079858,A2,46 A 65 AÑOS,CTA
2082120,A3,46 A 65 AÑOS,CTA
2498937,A2,46 A 65 AÑOS,CTA
2087137,A3,MAYORES A 65 AÑOS,CTA
2118711,A2,46 A 65 AÑOS,CTA
780880,A1,46 A 65 AÑOS,CTA
1122124,A3,36 A 45 AÑOS,CTA
4025516,A1,46 A 65 AÑOS,CTA & TC
2519794,A2,36 A 45 AÑOS,CTA & TC
4014066,B1,EMPRESA,CTA
2496891,A3,23 A 30 AÑOS,CTA & TC
2070068,A3,31 A 35 AÑOS,CTA
2772637,A3,31 A 35 AÑOS,CTA & TC
3841166,A3,23 A 30 AÑOS,CTA
2342115,A3,31 A 35 AÑOS,CTA
1776215,A3,36 A 45 AÑOS,CTA
4349058,A1,36 A 45 AÑOS,CTA & TC
1677710,A3,46 A 65 AÑOS,CTA
4122569,A2,36 A 45 AÑOS,CTA
1256791,A2,36 A 45 AÑOS,CTA & TC
1239275,A2,36 A 45 AÑOS,CTA
1171589,A3,36 A 45 AÑOS,CTA
3245187,A1,36 A 45 AÑOS,CTA & TC
3554529,A1,31 A 35 AÑOS,CTA
3393260,A3,31 A 35 AÑOS,CTA
3030980,A3,36 A 45 AÑOS,CTA & TC
3225812,A1,31 A 35 AÑOS,CTA & TC
2759279,A3,31 A 35 AÑOS,CTA
2584554,A2,31 A 35 AÑOS,TC
3670925,A3,36 A 45 AÑOS,CTA
3663791,A3,36 A 45 AÑOS,CTA
3562798,A3,23 A 30 AÑOS,CTA
4349874,A3,18 A 22 AÑOS,CTA
740131,A3,MAYORES A 65 AÑOS,CTA
491543,A2,MAYORES A 65 AÑOS,CTA
652580,A2,MAYORES A 65 AÑOS,CTA
1435845,A3,MAYORES A 65 AÑOS,CTA
331202,A2,46 A 65 AÑOS,CTA
309307,A1,46 A 65 AÑOS,CTA & TC
101376,A3,46 A 65 AÑOS,CTA
626479,A1,46 A 65 AÑOS,CTA & TC
675257,A2,46 A 65 AÑOS,CTA & TC
763214,A2,46 A 65 AÑOS,CTA
718815,A2,46 A 65 AÑOS,CTA
3108086,A2,36 A 45 AÑOS,CTA
963170,A2,36 A 45 AÑOS,CTA & TC
1081171,A3,36 A 45 AÑOS,CTA
2112797,A3,36 A 45 AÑOS,CTA
2521662,A3,46 A 65 AÑOS,CTA
3822629,A3,36 A 45 AÑOS,CTA
3246400,A3,23 A 30 AÑOS,CTA & TC
4322420,A3,23 A 30 AÑOS,CTA
422613,A3,MAYORES A 65 AÑOS,CTA
152072,A2,MAYORES A 65 AÑOS,CTA
338078,A3,MAYORES A 65 AÑOS,CTA & TC
3061526,A2,MAYORES A 65 AÑOS,CTA
1646749,A3,MAYORES A 65 AÑOS,CTA & TC
1727306,A3,MAYORES A 65 AÑOS,CTA
1324339,A3,MAYORES A 65 AÑOS,CTA
1499528,A3,MAYORES A 65 AÑOS,CTA
3615716,A3,MAYORES A 65 AÑOS,CTA
718476,A3,MAYORES A 65 AÑOS,CTA
725668,A2,MAYORES A 65 AÑOS,CTA
2804034,A3,MAYORES A 65 AÑOS,CTA
4020878,A3,MAYORES A 65 AÑOS,CTA
1311694,A3,MAYORES A 65 AÑOS,CTA
3864256,A3,MAYORES A 65 AÑOS,CTA
3916584,A2,MAYORES A 65 AÑOS,CTA
9907,A3,MAYORES A 65 AÑOS,CTA & TC
922237,A2,MAYORES A 65 AÑOS,TC
474860,P2,EMPRESA,CTA & TC
286327,P2,EMPRESA,CTA & TC
2271917,B1,EMPRESA,CTA
23009,P1,EMPRESA,CTA & TC
2857756,P1,EMPRESA,CTA
502406,A1,46 A 65 AÑOS,CTA & TC
453222,A2,46 A 65 AÑOS,CTA
254145,A2,46 A 65 AÑOS,CTA
2588887,A2,46 A 65 AÑOS,CTA
2197879,A3,46 A 65 AÑOS,CTA
2902590,A3,46 A 65 AÑOS,CTA
2389120,A3,46 A 65 AÑOS,CTA
814995,A3,MAYORES A 65 AÑOS,CTA
2729825,A2,MAYORES A 65 AÑOS,CTA
2682918,P2,EMPRESA,CTA & TC
3461020,P2,EMPRESA,CTA & TC
661558,E1,EMPRESA,CTA
345720,E1,EMPRESA,CTA & TC
469728,A1,MAYORES A 65 AÑOS,CTA & TC
577492,A3,MAYORES A 65 AÑOS,CTA
1362070,A2,MAYORES A 65 AÑOS,CTA
127223,A2,MAYORES A 65 AÑOS,CTA
520308,A3,MAYORES A 65 AÑOS,CTA & TC
567491,A2,MAYORES A 65 AÑOS,CTA
1079594,A3,MAYORES A 65 AÑOS,CTA
2891703,A3,MAYORES A 65 AÑOS,CTA
3455570,A3,OTROS NO IDENTIFICADOS,CTA & TC
870913,P2,EMPRESA,CTA
3737824,P1,EMPRESA,CTA
292861,A3,MAYORES A 65 AÑOS,CTA
750044,A1,MAYORES A 65 AÑOS,CTA
4160870,A3,46 A 65 AÑOS,CTA
604145,A3,46 A 65 AÑOS,CTA
826364,A3,46 A 65 AÑOS,CTA
647492,A3,46 A 65 AÑOS,CTA
988148,A2,46 A 65 AÑOS,CTA & TC
1035041,A1,46 A 65 AÑOS,CTA
1054925,A2,46 A 65 AÑOS,CTA
3092750,A2,46 A 65 AÑOS,CTA
962541,A1,46 A 65 AÑOS,TC
173987,A2,46 A 65 AÑOS,CTA
580458,A1,46 A 65 AÑOS,CTA & TC
740306,A2,46 A 65 AÑOS,CTA
593508,A1,46 A 65 AÑOS,CTA & TC
1015273,A3,46 A 65 AÑOS,CTA
1339580,A2,46 A 65 AÑOS,CTA
936944,A3,46 A 65 AÑOS,CTA & TC
1197825,A2,46 A 65 AÑOS,TC
538238,A1,46 A 65 AÑOS,CTA & TC
432069,P2,EMPRESA,CTA
388859,A1,46 A 65 AÑOS,TC
1647579,A1,46 A 65 AÑOS,CTA & TC
1666396,A3,46 A 65 AÑOS,CTA & TC
77923,A2,46 A 65 AÑOS,CTA & TC
80330,A3,46 A 65 AÑOS,CTA
16075,A2,46 A 65 AÑOS,CTA & TC
250714,A1,46 A 65 AÑOS,CTA & TC
1843049,A3,46 A 65 AÑOS,CTA
1705299,A2,46 A 65 AÑOS,CTA & TC
466782,A3,46 A 65 AÑOS,CTA
385099,A1,46 A 65 AÑOS,CTA & TC
322459,A2,46 A 65 AÑOS,CTA
332609,A2,46 A 65 AÑOS,CTA & TC
3612385,A2,46 A 65 AÑOS,CTA
2902785,A3,46 A 65 AÑOS,CTA & TC
3939641,A3,36 A 45 AÑOS,CTA
742857,A2,46 A 65 AÑOS,CTA & TC
300221,A2,46 A 65 AÑOS,CTA
361179,A1,46 A 65 AÑOS,CTA
324996,A2,46 A 65 AÑOS,CTA
1332193,A3,36 A 45 AÑOS,CTA & TC
2812270,A3,36 A 45 AÑOS,CTA
3763281,A3,23 A 30 AÑOS,CTA
3325138,A3,23 A 30 AÑOS,CTA & TC
3930234,A3,23 A 30 AÑOS,CTA
4358055,A3,36 A 45 AÑOS,CTA
2634414,A3,36 A 45 AÑOS,CTA
1820130,A1,31 A 35 AÑOS,CTA & TC
2281242,E2,EMPRESA,CTA
187255,A3,MAYORES A 65 AÑOS,CTA
617411,A1,MAYORES A 65 AÑOS,CTA
29206,A3,MAYORES A 65 AÑOS,CTA
2930250,A2,MAYORES A 65 AÑOS,CTA
1993707,A1,MAYORES A 65 AÑOS,CTA
82352,A1,MAYORES A 65 AÑOS,CTA & TC
186897,A2,MAYORES A 65 AÑOS,CTA & TC
15797,A2,MAYORES A 65 AÑOS,CTA & TC
172687,A1,MAYORES A 65 AÑOS,CTA
2537387,A3,MAYORES A 65 AÑOS,CTA
907646,A2,MAYORES A 65 AÑOS,CTA
226957,A3,MAYORES A 65 AÑOS,CTA
66297,A2,MAYORES A 65 AÑOS,CTA
180789,A3,MAYORES A 65 AÑOS,CTA
2935720,A3,MAYORES A 65 AÑOS,CTA
96719,A2,MAYORES A 65 AÑOS,CTA
1827084,A3,MAYORES A 65 AÑOS,CTA
2448097,A3,MAYORES A 65 AÑOS,CTA
707187,A2,MAYORES A 65 AÑOS,CTA & TC
607514,A2,MAYORES A 65 AÑOS,CTA
520369,A2,MAYORES A 65 AÑOS,CTA & TC
622797,A3,MAYORES A 65 AÑOS,CTA
430004,A3,MAYORES A 65 AÑOS,CTA
2222853,A3,MAYORES A 65 AÑOS,CTA
2946001,A3,MAYORES A 65 AÑOS,CTA
2912709,A2,MAYORES A 65 AÑOS,CTA
50160,A3,MAYORES A 65 AÑOS,CTA
101664,A1,MAYORES A 65 AÑOS,CTA
67589,A1,MAYORES A 65 AÑOS,CTA
286176,A1,MAYORES A 65 AÑOS,CTA & TC
208137,B1,EMPRESA,CTA
2595554,A3,MAYORES A 65 AÑOS,CTA
3782725,A3,MAYORES A 65 AÑOS,CTA
175109,A3,MAYORES A 65 AÑOS,CTA
137728,A3,MAYORES A 65 AÑOS,CTA
282438,A2,MAYORES A 65 AÑOS,CTA
423751,A2,MAYORES A 65 AÑOS,CTA
614397,A3,MAYORES A 65 AÑOS,CTA
329704,A3,MAYORES A 65 AÑOS,CTA & TC
27786,A3,MAYORES A 65 AÑOS,CTA
35877,A2,MAYORES A 65 AÑOS,CTA
419205,A2,MAYORES A 65 AÑOS,CTA
196822,A2,MAYORES A 65 AÑOS,CTA
214726,A2,MAYORES A 65 AÑOS,CTA
101180,A2,MAYORES A 65 AÑOS,CTA
19748,A2,MAYORES A 65 AÑOS,CTA
165792,A2,MAYORES A 65 AÑOS,CTA
186933,A2,MAYORES A 65 AÑOS,CTA & TC
1590650,A1,MAYORES A 65 AÑOS,CTA
3786011,A2,MAYORES A 65 AÑOS,CTA
122723,A3,46 A 65 AÑOS,CTA
987946,A2,46 A 65 AÑOS,CTA
3337530,A3,46 A 65 AÑOS,CTA
3812277,P2,EMPRESA,CTA & TC
406151,A1,46 A 65 AÑOS,CTA & TC
375411,A3,46 A 65 AÑOS,CTA
1153946,A2,46 A 65 AÑOS,CTA
1116332,A2,46 A 65 AÑOS,CTA
619475,A2,36 A 45 AÑOS,CTA
1760445,A3,36 A 45 AÑOS,CTA
3538866,A3,31 A 35 AÑOS,CTA & TC
